Name,Impact_factor,Journal,PDF,Url,Date_published,Date_added,Title
2019-Inferring Interaction Networks From Multi-Omics Data_Hawe_Frontiers in Genetics,3.3,Frontiers in Genetics,http://jinlong.local:8668/zotero_papers/2019-Inferring%20Interaction%20Networks%20From%20Multi-Omics%20Data_Hawe_Frontiers%20in%20Genetics.pdf,https://www.frontiersin.org/articles/10.3389/fgene.2019.00535/full,2019-01-01,2020-09-23,Inferring Interaction Networks From Multi-Omics Data
2019-Experimental Analysis of Viral–Host Interactions_Gillen_Frontiers in Physiology,3.4,Frontiers in Physiology,http://jinlong.local:8668/zotero_papers/2019-Experimental%20Analysis%20of%20Viral%E2%80%93Host%20Interactions_Gillen_Frontiers%20in%20Physiology.pdf,https://www.frontiersin.org/articles/10.3389/fphys.2019.00425/full#h10,2019-01-01,2020-09-23,Experimental Analysis of Viral–Host Interactions
2020-PolyA-miner - accurate assessment of differential alternative poly-adenylation from 3′Seq data using vector projections and non-negative matrix factorization_Yalamanchili_Nucleic Acids Research,11.5,Nucleic Acids Research,http://jinlong.local:8668/zotero_papers/2020-PolyA-miner%20-%20accurate%20assessment%20of%20differential%20alternative%20poly-adenylation%20from%203%E2%80%B2Seq%20data%20using%20vector%20projections%20and%20non-negative%20matrix%20factorization_Yalamanchili_Nucleic%20Acids%20Research.pdf,https://academic.oup.com/nar/article/48/12/e69/5848247,2020-07-09,2020-09-23,PolyA-miner: accurate assessment of differential alternative poly-adenylation from 3′Seq data using vector projections and non-negative matrix factorization
2018-APAtrap - identification and quantification of alternative polyadenylation sites from RNA-seq data_Ye_Bioinformatics,5.6,Bioinformatics,http://jinlong.local:8668/zotero_papers/2018-APAtrap%20-%20identification%20and%20quantification%20of%20alternative%20polyadenylation%20sites%20from%20RNA-seq%20data_Ye_Bioinformatics.pdf,https://academic.oup.com/bioinformatics/article/34/11/1841/4816794,2018-06-01,2020-09-23,APAtrap: identification and quantification of alternative polyadenylation sites from RNA-seq data
2020-Lytic bacteriophages facilitate antibiotic sensitization of Enterococcus faecium_Canfield_bioRxiv,,bioRxiv,http://jinlong.local:8668/zotero_papers/2020-Lytic%20bacteriophages%20facilitate%20antibiotic%20sensitization%20of%20Enterococcus%20faecium_Canfield_bioRxiv.pdf,https://www.biorxiv.org/content/10.1101/2020.09.22.309401v1,2020-09-23,2020-09-24,Lytic bacteriophages facilitate antibiotic sensitization of Enterococcus faecium
2020-Generation of Comprehensive Ecosystem-Specific Reference Databases with Species-Level Resolution by High-Throughput Full-Length 16S rRNA Gene Sequencing and_Dueholm_mBio,6.8,mBio,http://jinlong.local:8668/zotero_papers/2020-Generation%20of%20Comprehensive%20Ecosystem-Specific%20Reference%20Databases%20with%20Species-Level%20Resolution%20by%20High-Throughput%20Full-Length%2016S%20rRNA%20Gene%20Sequencing%20and_Dueholm_mBio.pdf,https://mbio.asm.org/content/11/5/e01557-20,2020-10-27,2020-09-24,Generation of Comprehensive Ecosystem-Specific Reference Databases with Species-Level Resolution by High-Throughput Full-Length 16S rRNA Gene Sequencing and Automated Taxonomy Assignment (AutoTax)
2002-Transcriptional Regulatory Networks in Saccharomyces cerevisiae_Lee_Science,41.8,Science,http://jinlong.local:8668/zotero_papers/2002-Transcriptional%20Regulatory%20Networks%20in%20Saccharomyces%20cerevisiae_Lee_Science.pdf,https://science.sciencemag.org/content/298/5594/799,2002-10-25,2020-09-24,Transcriptional Regulatory Networks in Saccharomyces cerevisiae
2019-metamicrobiomeR - an R package for analysis of microbiome relative abundance data using zero-inflated beta GAMLSS and meta-analysis across studies using random_Ho_BMC Bioinformatics,3.2,BMC Bioinformatics,http://jinlong.local:8668/zotero_papers/2019-metamicrobiomeR%20-%20an%20R%20package%20for%20analysis%20of%20microbiome%20relative%20abundance%20data%20using%20zero-inflated%20beta%20GAMLSS%20and%20meta-analysis%20across%20studies%20using%20random_Ho_BMC%20Bioinformatics.pdf,https://doi.org/10.1186/s12859-019-2744-2,2019-04-16,2020-09-24,metamicrobiomeR: an R package for analysis of microbiome relative abundance data using zero-inflated beta GAMLSS and meta-analysis across studies using random effects models
2020-Viral Abundance and Diversity of Production Fluids in Oil Reservoirs_Zheng_Microorganisms,4.2,Microorganisms,http://jinlong.local:8668/zotero_papers/2020-Viral%20Abundance%20and%20Diversity%20of%20Production%20Fluids%20in%20Oil%20Reservoirs_Zheng_Microorganisms.pdf,https://www.scilit.net/article/868a017e9c5755e3e05db46a3d59f34d,2020-09-17,2020-09-27,Viral Abundance and Diversity of Production Fluids in Oil Reservoirs
2020-A network approach to elucidate and prioritize microbial dark matter in microbial communities_Zamkovaya_The ISME Journal,,The ISME Journal,http://jinlong.local:8668/zotero_papers/2020-A%20network%20approach%20to%20elucidate%20and%20prioritize%20microbial%20dark%20matter%20in%20microbial%20communities_Zamkovaya_The%20ISME%20Journal.pdf,https://www.nature.com/articles/s41396-020-00777-x,2020-09-22,2020-09-27,A network approach to elucidate and prioritize microbial dark matter in microbial communities
2020-Integration of absolute multi-omics reveals dynamic protein-to-RNA ratios and metabolic interplay within mixed-domain microbiomes_Delogu_Nature Communications,12.1,Nature Communications,http://jinlong.local:8668/zotero_papers/2020-Integration%20of%20absolute%20multi-omics%20reveals%20dynamic%20protein-to-RNA%20ratios%20and%20metabolic%20interplay%20within%20mixed-domain%20microbiomes_Delogu_Nature%20Communications.pdf,https://www.nature.com/articles/s41467-020-18543-0,2020-09-18,2020-09-27,Integration of absolute multi-omics reveals dynamic protein-to-RNA ratios and metabolic interplay within mixed-domain microbiomes
2020-Gut microbiota in human metabolic health and disease_Fan_Nature Reviews Microbiology,34.2,Nature Reviews Microbiology,http://jinlong.local:8668/zotero_papers/2020-Gut%20microbiota%20in%20human%20metabolic%20health%20and%20disease_Fan_Nature%20Reviews%20Microbiology.pdf,https://www.nature.com/articles/s41579-020-0433-9,2020-09-04,2020-09-27,Gut microbiota in human metabolic health and disease
2020-Context-aware dimensionality reduction deconvolutes gut microbial community dynamics_Martino_Nature Biotechnology,36.6,Nature Biotechnology,http://jinlong.local:8668/zotero_papers/2020-Context-aware%20dimensionality%20reduction%20deconvolutes%20gut%20microbial%20community%20dynamics_Martino_Nature%20Biotechnology.pdf,https://www.nature.com/articles/s41587-020-0660-7,2020-08-31,2020-09-27,Context-aware dimensionality reduction deconvolutes gut microbial community dynamics
2020-Diversity and classification of cyclic-oligonucleotide-based anti-phage signalling systems_Millman_Nature Microbiology,15.5,Nature Microbiology,http://jinlong.local:8668/zotero_papers/2020-Diversity%20and%20classification%20of%20cyclic-oligonucleotide-based%20anti-phage%20signalling%20systems_Millman_Nature%20Microbiology.pdf,https://www.nature.com/articles/s41564-020-0777-y,2020-08-24,2020-09-27,Diversity and classification of cyclic-oligonucleotide-based anti-phage signalling systems
"2020-Review on microbial enhanced oil recovery - Mechanisms, modeling and field trials_Niu_Journal of Petroleum Science and Engineering",3.7,Journal of Petroleum Science and Engineering,http://jinlong.local:8668/zotero_papers/2020-Review%20on%20microbial%20enhanced%20oil%20recovery%20-%20Mechanisms%2C%20modeling%20and%20field%20trials_Niu_Journal%20of%20Petroleum%20Science%20and%20Engineering.pdf,http://www.sciencedirect.com/science/article/pii/S0920410520304253,2020-09-01,2020-09-28,"Review on microbial enhanced oil recovery: Mechanisms, modeling and field trials"
2019-Recent Advance of Microbial Enhanced Oil Recovery (MEOR) in China_She_Geofluids,1.5,Geofluids,http://jinlong.local:8668/zotero_papers/2019-Recent%20Advance%20of%20Microbial%20Enhanced%20Oil%20Recovery%20%28MEOR%29%20in%20China_She_Geofluids.pdf,https://www.hindawi.com/journals/geofluids/2019/1871392/,2019-04-09,2020-09-28,Recent Advance of Microbial Enhanced Oil Recovery (MEOR) in China
2020-Animal-APAdb - a comprehensive animal alternative polyadenylation database_Jin_Nucleic Acids Research,11.5,Nucleic Acids Research,http://jinlong.local:8668/zotero_papers/2020-Animal-APAdb%20-%20a%20comprehensive%20animal%20alternative%20polyadenylation%20database_Jin_Nucleic%20Acids%20Research.pdf,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkaa778/5912566,2020-01-01,2020-09-28,Animal-APAdb: a comprehensive animal alternative polyadenylation database
2020-Viruses carrying genes for microbial extremotolerance are abundant and widely dispersed in the Atacama Desert hyperarid soil_Hwang_bioRxiv,,bioRxiv,http://jinlong.local:8668/zotero_papers/2020-Viruses%20carrying%20genes%20for%20microbial%20extremotolerance%20are%20abundant%20and%20widely%20dispersed%20in%20the%20Atacama%20Desert%20hyperarid%20soil_Hwang_bioRxiv.pdf,https://www.biorxiv.org/content/10.1101/2020.09.21.307520v1,2020-09-24,2020-09-28,Viruses carrying genes for microbial extremotolerance are abundant and widely dispersed in the Atacama Desert hyperarid soil
2020-Deep sea sediments associated with cold seeps are a subsurface reservoir of viral diversity_Li_bioRxiv,,bioRxiv,http://jinlong.local:8668/zotero_papers/2020-Deep%20sea%20sediments%20associated%20with%20cold%20seeps%20are%20a%20subsurface%20reservoir%20of%20viral%20diversity_Li_bioRxiv.pdf,https://www.biorxiv.org/content/10.1101/2020.09.08.284018v1,2020-09-08,2020-09-28,Deep sea sediments associated with cold seeps are a subsurface reservoir of viral diversity
"2020-Leave no stone unturned - The hidden potential of carbon and nitrogen cycling by novel, highly adapted Thaumarchaeota in the Atacama Desert hyperarid core_Hwang_bioRxiv",,bioRxiv,http://jinlong.local:8668/zotero_papers/2020-Leave%20no%20stone%20unturned%20-%20The%20hidden%20potential%20of%20carbon%20and%20nitrogen%20cycling%20by%20novel%2C%20highly%20adapted%20Thaumarchaeota%20in%20the%20Atacama%20Desert%20hyperarid%20core_Hwang_bioRxiv.pdf,https://www.biorxiv.org/content/10.1101/2020.07.17.208546v1,2020-07-17,2020-09-29,"Leave no stone unturned: The hidden potential of carbon and nitrogen cycling by novel, highly adapted Thaumarchaeota in the Atacama Desert hyperarid core"
2019-METABOLIC - A scalable high-throughput metabolic and biogeochemical functional trait profiler based on microbial genomes_Zhou_bioRxiv,,bioRxiv,http://jinlong.local:8668/zotero_papers/2019-METABOLIC%20-%20A%20scalable%20high-throughput%20metabolic%20and%20biogeochemical%20functional%20trait%20profiler%20based%20on%20microbial%20genomes_Zhou_bioRxiv.pdf,https://www.biorxiv.org/content/10.1101/761643v1,2019-09-08,2020-09-29,METABOLIC: A scalable high-throughput metabolic and biogeochemical functional trait profiler based on microbial genomes
2020-Initial Mapping of the New York City Wastewater Virome_Gulino_mSystems,6.6,mSystems,http://jinlong.local:8668/zotero_papers/2020-Initial%20Mapping%20of%20the%20New%20York%20City%20Wastewater%20Virome_Gulino_mSystems.pdf,https://msystems.asm.org/content/5/3/e00876-19,2020-06-30,2020-10-04,Initial Mapping of the New York City Wastewater Virome
2020-Efficient Dilution-to-Extinction isolation of novel virus-host model systems for fastidious heterotrophic bacteria_Buchholz_bioRxiv,,bioRxiv,http://jinlong.local:8668/zotero_papers/2020-Efficient%20Dilution-to-Extinction%20isolation%20of%20novel%20virus-host%20model%20systems%20for%20fastidious%20heterotrophic%20bacteria_Buchholz_bioRxiv.pdf,https://www.biorxiv.org/content/10.1101/2020.04.27.064238v2,2020-05-22,2020-10-04,Efficient Dilution-to-Extinction isolation of novel virus-host model systems for fastidious heterotrophic bacteria
2020-PyMod 3 - a complete suite for structural bioinformatics in PyMOL_Janson_Bioinformatics,5.6,Bioinformatics,http://jinlong.local:8668/zotero_papers/2020-PyMod%203%20-%20a%20complete%20suite%20for%20structural%20bioinformatics%20in%20PyMOL_Janson_Bioinformatics.pdf,https://academic.oup.com/bioinformatics/advance-article/doi/10.1093/bioinformatics/btaa849/5917627,2020-01-01,2020-10-05,PyMod 3: a complete suite for structural bioinformatics in PyMOL
2012-AMPA - an automated web server for prediction of protein antimicrobial regions_Torrent_Bioinformatics,5.6,Bioinformatics,http://jinlong.local:8668/zotero_papers/2012-AMPA%20-%20an%20automated%20web%20server%20for%20prediction%20of%20protein%20antimicrobial%20regions_Torrent_Bioinformatics.pdf,https://academic.oup.com/bioinformatics/article/28/1/130/219867,2012-01-01,2020-10-05,AMPA: an automated web server for prediction of protein antimicrobial regions
"2017-ARIBA - rapid antimicrobial resistance genotyping directly from sequencing reads_Hunt_Microbial Genomics,",,"Microbial Genomics,",http://jinlong.local:8668/zotero_papers/2017-ARIBA%20-%20rapid%20antimicrobial%20resistance%20genotyping%20directly%20from%20sequencing%20reads_Hunt_Microbial%20Genomics%2C.pdf,https://www.microbiologyresearch.org/content/journal/mgen/10.1099/mgen.0.000131,2017-01-01,2020-10-05,ARIBA: rapid antimicrobial resistance genotyping directly from sequencing reads
2015-Diversity of viral photosystem-I psaA genes_Hevroni_The ISME Journal,,The ISME Journal,http://jinlong.local:8668/zotero_papers/2015-Diversity%20of%20viral%20photosystem-I%20psaA%20genes_Hevroni_The%20ISME%20Journal.pdf,https://www.nature.com/articles/ismej2014244,2015-08-01,2020-10-05,Diversity of viral photosystem-I psaA genes
2020-The oxidation of hydrocarbons by diverse heterotrophic and mixotrophic bacteria that inhabit deep-sea hydrothermal ecosystems_Wang_The ISME Journal,,The ISME Journal,http://jinlong.local:8668/zotero_papers/2020-The%20oxidation%20of%20hydrocarbons%20by%20diverse%20heterotrophic%20and%20mixotrophic%20bacteria%20that%20inhabit%20deep-sea%20hydrothermal%20ecosystems_Wang_The%20ISME%20Journal.pdf,https://www.nature.com/articles/s41396-020-0662-y,2020-08-01,2020-10-13,The oxidation of hydrocarbons by diverse heterotrophic and mixotrophic bacteria that inhabit deep-sea hydrothermal ecosystems
"2020-Methylotrophy, alkane-degradation, and pigment production as defining features of the globally distributed yet-uncultured phylum Binatota_Murphy_bioRxiv",,bioRxiv,http://jinlong.local:8668/zotero_papers/2020-Methylotrophy%2C%20alkane-degradation%2C%20and%20pigment%20production%20as%20defining%20features%20of%20the%20globally%20distributed%20yet-uncultured%20phylum%20Binatota_Murphy_bioRxiv.pdf,https://www.biorxiv.org/content/10.1101/2020.09.14.296780v1,2020-09-14,2020-10-13,"Methylotrophy, alkane-degradation, and pigment production as defining features of the globally distributed yet-uncultured phylum Binatota"
2020-From bag-of-genes to bag-of-genomes - metabolic modelling of communities in the era of metagenome-assembled genomes_Frioux_Computational and Structural Biotechnology Journal,6.0,Computational and Structural Biotechnology Journal,http://jinlong.local:8668/zotero_papers/2020-From%20bag-of-genes%20to%20bag-of-genomes%20-%20metabolic%20modelling%20of%20communities%20in%20the%20era%20of%20metagenome-assembled%20genomes_Frioux_Computational%20and%20Structural%20Biotechnology%20Journal.pdf,http://www.sciencedirect.com/science/article/pii/S2001037020303172,2020-01-01,2020-10-13,From bag-of-genes to bag-of-genomes: metabolic modelling of communities in the era of metagenome-assembled genomes
2016-Reconstructing metabolic pathways of hydrocarbon-degrading bacteria from the Deepwater Horizon oil spill_Dombrowski_Nature Microbiology,15.5,Nature Microbiology,http://jinlong.local:8668/zotero_papers/2016-Reconstructing%20metabolic%20pathways%20of%20hydrocarbon-degrading%20bacteria%20from%20the%20Deepwater%20Horizon%20oil%20spill_Dombrowski_Nature%20Microbiology.pdf,https://www.nature.com/articles/nmicrobiol201657,2016-05-09,2020-10-14,Reconstructing metabolic pathways of hydrocarbon-degrading bacteria from the Deepwater Horizon oil spill
2017-Simulation of Deepwater Horizon oil plume reveals substrate specialization within a complex community of hydrocarbon degraders_Hu_Proceedings of the National Academy of Sciences,,Proceedings of the National Academy of Sciences,http://jinlong.local:8668/zotero_papers/2017-Simulation%20of%20Deepwater%20Horizon%20oil%20plume%20reveals%20substrate%20specialization%20within%20a%20complex%20community%20of%20hydrocarbon%20degraders_Hu_Proceedings%20of%20the%20National%20Academy%20of%20Sciences.pdf,http://www.pnas.org/lookup/doi/10.1073/pnas.1703424114,2017-07-11,2020-10-14,Simulation of Deepwater Horizon oil plume reveals substrate specialization within a complex community of hydrocarbon degraders
2018-Expansive microbial metabolic versatility and biodiversity in dynamic Guaymas Basin hydrothermal sediments_Dombrowski_Nature Communications,12.1,Nature Communications,http://jinlong.local:8668/zotero_papers/2018-Expansive%20microbial%20metabolic%20versatility%20and%20biodiversity%20in%20dynamic%20Guaymas%20Basin%20hydrothermal%20sediments_Dombrowski_Nature%20Communications.pdf,https://www.nature.com/articles/s41467-018-07418-0,2018-11-27,2020-10-14,Expansive microbial metabolic versatility and biodiversity in dynamic Guaymas Basin hydrothermal sediments
2018-Microbial community structure and function in sediments from e-waste contaminated rivers at Guiyu area of China_Liu_Environmental Pollution,6.8,Environmental Pollution,http://jinlong.local:8668/zotero_papers/2018-Microbial%20community%20structure%20and%20function%20in%20sediments%20from%20e-waste%20contaminated%20rivers%20at%20Guiyu%20area%20of%20China_Liu_Environmental%20Pollution.pdf,http://www.sciencedirect.com/science/article/pii/S0269749117330580,2018-04-01,2020-10-14,Microbial community structure and function in sediments from e-waste contaminated rivers at Guiyu area of China
2018-Metabolic capability and in situ activity of microorganisms in an oil reservoir_Liu_Microbiome,11.6,Microbiome,http://jinlong.local:8668/zotero_papers/2018-Metabolic%20capability%20and%20in%20situ%20activity%20of%20microorganisms%20in%20an%20oil%20reservoir_Liu_Microbiome.pdf,https://doi.org/10.1186/s40168-017-0392-1,2018-01-05,2020-10-14,Metabolic capability and in situ activity of microorganisms in an oil reservoir
"2019-Oil reservoirs, an exceptional habitat for microorganisms_Pannekens_New Biotechnology",4.7,New Biotechnology,http://jinlong.local:8668/zotero_papers/2019-Oil%20reservoirs%2C%20an%20exceptional%20habitat%20for%20microorganisms_Pannekens_New%20Biotechnology.pdf,http://www.sciencedirect.com/science/article/pii/S1871678418316935,2019-03-25,2020-10-14,"Oil reservoirs, an exceptional habitat for microorganisms"
2019-Characteristics of crude oil-degrading bacteria Gordonia iterans isolated from marine coastal in Taean sediment_Kim_MicrobiologyOpen,3.1,MicrobiologyOpen,http://jinlong.local:8668/zotero_papers/2019-Characteristics%20of%20crude%20oil-degrading%20bacteria%20Gordonia%20iterans%20isolated%20from%20marine%20coastal%20in%20Taean%20sediment_Kim_MicrobiologyOpen.pdf,https://onlinelibrary.wiley.com/doi/abs/10.1002/mbo3.754,2019-01-01,2020-10-14,Characteristics of crude oil-degrading bacteria Gordonia iterans isolated from marine coastal in Taean sediment
2016-Anaerobic Microbial Degradation of Hydrocarbons - From Enzymatic Reactions to the Environment_Rabus_Microbial Physiology,,Microbial Physiology,http://jinlong.local:8668/zotero_papers/2016-Anaerobic%20Microbial%20Degradation%20of%20Hydrocarbons%20-%20From%20Enzymatic%20Reactions%20to%20the%20Environment_Rabus_Microbial%20Physiology.pdf,https://www.karger.com/Article/FullText/443997,2016-01-01,2020-10-14,Anaerobic Microbial Degradation of Hydrocarbons: From Enzymatic Reactions to the Environment
2009-Degradation of alkanes by bacteria_Rojo_Environmental Microbiology,4.9,Environmental Microbiology,http://jinlong.local:8668/zotero_papers/2009-Degradation%20of%20alkanes%20by%20bacteria_Rojo_Environmental%20Microbiology.pdf,https://sfamjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1462-2920.2009.01948.x,2009-01-01,2020-10-14,Degradation of alkanes by bacteria
"2020-Computational-based insights into the phylogeny, structure, and function of Rhodococcus alkane-1-monooxygenase_Pal_3 Biotech",1.8,3 Biotech,http://jinlong.local:8668/zotero_papers/2020-Computational-based%20insights%20into%20the%20phylogeny%2C%20structure%2C%20and%20function%20of%20Rhodococcus%20alkane-1-monooxygenase_Pal_3%20Biotech.pdf,https://doi.org/10.1007/s13205-020-02388-x,2020-08-14,2020-10-14,"Computational-based insights into the phylogeny, structure, and function of Rhodococcus alkane-1-monooxygenase"
2017-Aerobic degradation of crude oil by microorganisms in soils from four geographic regions of China_Liu_Scientific Reports,4.0,Scientific Reports,http://jinlong.local:8668/zotero_papers/2017-Aerobic%20degradation%20of%20crude%20oil%20by%20microorganisms%20in%20soils%20from%20four%20geographic%20regions%20of%20China_Liu_Scientific%20Reports.pdf,https://www.nature.com/articles/s41598-017-14032-5,2017-11-01,2020-10-14,Aerobic degradation of crude oil by microorganisms in soils from four geographic regions of China
2018-Petroleum Hydrocarbon-Degrading Bacteria for the Remediation of Oil Pollution Under Aerobic Conditions - A Perspective Analysis_Xu_Frontiers in Microbiology,4.2,Frontiers in Microbiology,http://jinlong.local:8668/zotero_papers/2018-Petroleum%20Hydrocarbon-Degrading%20Bacteria%20for%20the%20Remediation%20of%20Oil%20Pollution%20Under%20Aerobic%20Conditions%20-%20A%20Perspective%20Analysis_Xu_Frontiers%20in%20Microbiology.pdf,https://www.frontiersin.org/articles/10.3389/fmicb.2018.02885/full,2018-01-01,2020-10-14,Petroleum Hydrocarbon-Degrading Bacteria for the Remediation of Oil Pollution Under Aerobic Conditions: A Perspective Analysis
2019-OrthoFinder - phylogenetic orthology inference for comparative genomics_Emms_Genome Biology,10.8,Genome Biology,http://jinlong.local:8668/zotero_papers/2019-OrthoFinder%20-%20phylogenetic%20orthology%20inference%20for%20comparative%20genomics_Emms_Genome%20Biology.pdf,https://doi.org/10.1186/s13059-019-1832-y,2019-11-14,2020-10-14,OrthoFinder: phylogenetic orthology inference for comparative genomics
2016-Strain-level microbial epidemiology and population genomics from shotgun metagenomics_Scholz_Nature Methods,30.8,Nature Methods,http://jinlong.local:8668/zotero_papers/2016-Strain-level%20microbial%20epidemiology%20and%20population%20genomics%20from%20shotgun%20metagenomics_Scholz_Nature%20Methods.pdf,https://www.nature.com/articles/nmeth.3802,2016-05-01,2020-10-14,Strain-level microbial epidemiology and population genomics from shotgun metagenomics
2003-Functional characterization of genes involved in alkane oxidation by Pseudomonas aeruginosa_Smits_Antonie van Leeuwenhoek,,Antonie van Leeuwenhoek,http://jinlong.local:8668/zotero_papers/2003-Functional%20characterization%20of%20genes%20involved%20in%20alkane%20oxidation%20by%20Pseudomonas%20aeruginosa_Smits_Antonie%20van%20Leeuwenhoek.pdf,https://doi.org/10.1023/A:1026000622765,2003-10-01,2020-10-15,Functional characterization of genes involved in alkane oxidation by Pseudomonas aeruginosa
1998-Alkane Hydroxylase from Acinetobactersp. Strain ADP1 Is Encoded by alkM and Belongs to a New Family of Bacterial Integral-Membrane Hydrocarbon Hydroxylases_Ratajczak_Applied and Environmental Microbiology,4.0,Applied and Environmental Microbiology,http://jinlong.local:8668/zotero_papers/1998-Alkane%20Hydroxylase%20from%20Acinetobactersp.%20Strain%20ADP1%20Is%20Encoded%20by%20alkM%20and%20Belongs%20to%20a%20New%20Family%20of%20Bacterial%20Integral-Membrane%20Hydrocarbon%20Hydroxylases_Ratajczak_Applied%20and%20Environmental%20Microbiology.pdf,https://aem.asm.org/content/64/4/1175,1998-04-01,2020-10-15,Alkane Hydroxylase from Acinetobactersp. Strain ADP1 Is Encoded by alkM and Belongs to a New Family of Bacterial Integral-Membrane Hydrocarbon Hydroxylases
"2011-Multiple alkane hydroxylase systems in a marine alkane degrader, Alcanivorax dieselolei B-5_Liu_Environmental Microbiology",4.9,Environmental Microbiology,http://jinlong.local:8668/zotero_papers/2011-Multiple%20alkane%20hydroxylase%20systems%20in%20a%20marine%20alkane%20degrader%2C%20Alcanivorax%20dieselolei%20B-5_Liu_Environmental%20Microbiology.pdf,https://sfamjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1462-2920.2010.02416.x,2011-01-01,2020-10-15,"Multiple alkane hydroxylase systems in a marine alkane degrader, Alcanivorax dieselolei B-5"
2012-Complete Genome Sequence of Alcanivorax dieselolei Type Strain B5_Lai_Journal of Bacteriology,3.0,Journal of Bacteriology,http://jinlong.local:8668/zotero_papers/2012-Complete%20Genome%20Sequence%20of%20Alcanivorax%20dieselolei%20Type%20Strain%20B5_Lai_Journal%20of%20Bacteriology.pdf,https://jb.asm.org/content/194/23/6674,2012-12-01,2020-10-15,Complete Genome Sequence of Alcanivorax dieselolei Type Strain B5
2017-Microbial degradation of petroleum hydrocarbons_Varjani_Bioresource Technology,7.5,Bioresource Technology,http://jinlong.local:8668/zotero_papers/2017-Microbial%20degradation%20of%20petroleum%20hydrocarbons_Varjani_Bioresource%20Technology.pdf,http://www.sciencedirect.com/science/article/pii/S0960852416314432,2017-01-01,2020-10-15,Microbial degradation of petroleum hydrocarbons
2010-Microbial Degradation of Petroleum Hydrocarbon Contaminants - An Overview_Das_Biotechnology Research International,,Biotechnology Research International,http://jinlong.local:8668/zotero_papers/2010-Microbial%20Degradation%20of%20Petroleum%20Hydrocarbon%20Contaminants%20-%20An%20Overview_Das_Biotechnology%20Research%20International.pdf,https://www.hindawi.com/journals/btri/2011/941810/,2010-09-13,2020-10-15,Microbial Degradation of Petroleum Hydrocarbon Contaminants: An Overview
1990-Microbial degradation of hydrocarbons in the environment_Leahy_Microbiology and Molecular Biology Reviews,12.6,Microbiology and Molecular Biology Reviews,http://jinlong.local:8668/zotero_papers/1990-Microbial%20degradation%20of%20hydrocarbons%20in%20the%20environment_Leahy_Microbiology%20and%20Molecular%20Biology%20Reviews.pdf,https://mmbr.asm.org/content/54/3/305,1990-09-01,2020-10-15,Microbial degradation of hydrocarbons in the environment.
2019-Industrial Processes Involving Bacteriophages_Los_Springer International Publishing,,"Bacteriophages: Biology, Technology, Therapy",http://jinlong.local:8668/zotero_papers/2019-Industrial%20Processes%20Involving%20Bacteriophages_Los_Springer%20International%20Publishing.pdf,https://doi.org/10.1007/978-3-319-40598-8_39-1,2019-01-01,2020-10-16,Industrial Processes Involving Bacteriophages
2018-Detection of Bacteriophages - Sequence-Based Systems_Owen_Springer International Publishing,,"Bacteriophages: Biology, Technology, Therapy",http://jinlong.local:8668/zotero_papers/2018-Detection%20of%20Bacteriophages%20-%20Sequence-Based%20Systems_Owen_Springer%20International%20Publishing.pdf,https://doi.org/10.1007/978-3-319-40598-8_19-1,2018-01-01,2020-10-16,Detection of Bacteriophages: Sequence-Based Systems
2020-Early Therapeutic and Prophylactic Uses of Bacteriophages_Chanishvili_Springer International Publishing,,"Bacteriophages: Biology, Technology, Therapy",http://jinlong.local:8668/zotero_papers/2020-Early%20Therapeutic%20and%20Prophylactic%20Uses%20of%20Bacteriophages_Chanishvili_Springer%20International%20Publishing.pdf,https://doi.org/10.1007/978-3-319-40598-8_12-1,2020-01-01,2020-10-16,Early Therapeutic and Prophylactic Uses of Bacteriophages
2020-Regulatory Aspects of the Therapeutic Use of Bacteriophages - Europe_Pelfrene_Springer International Publishing,,"Bacteriophages: Biology, Technology, Therapy",http://jinlong.local:8668/zotero_papers/2020-Regulatory%20Aspects%20of%20the%20Therapeutic%20Use%20of%20Bacteriophages%20-%20Europe_Pelfrene_Springer%20International%20Publishing.pdf,https://doi.org/10.1007/978-3-319-40598-8_51-1,2020-01-01,2020-10-16,Regulatory Aspects of the Therapeutic Use of Bacteriophages: Europe
2019-Biofilm Applications of Bacteriophages_Milho_Springer International Publishing,,"Bacteriophages: Biology, Technology, Therapy",http://jinlong.local:8668/zotero_papers/2019-Biofilm%20Applications%20of%20Bacteriophages_Milho_Springer%20International%20Publishing.pdf,https://doi.org/10.1007/978-3-319-40598-8_27-1,2019-01-01,2020-10-16,Biofilm Applications of Bacteriophages
2017-Novel Approaches for Detection of Bacteriophage_Pierce_Springer International Publishing,,"Bacteriophages: Biology, Technology, Therapy",http://jinlong.local:8668/zotero_papers/2017-Novel%20Approaches%20for%20Detection%20of%20Bacteriophage_Pierce_Springer%20International%20Publishing.pdf,https://doi.org/10.1007/978-3-319-40598-8_20-1,2017-01-01,2020-10-16,Novel Approaches for Detection of Bacteriophage
