Subject	journal	impact_factor	Cas
ANATOMY & MORPHOLOGY	TISSUE & CELL	1.553 	Q3
ANATOMY & MORPHOLOGY	CELLS TISSUES ORGANS	1.333 	Q3
ANATOMY & MORPHOLOGY	Anatomical Record-Advances in Integrative Anatomy and Evolutionary Biology	1.329 	Q3
ANATOMY & MORPHOLOGY	MICROSCOPY RESEARCH AND TECHNIQUE	1.327 	Q3
ANATOMY & MORPHOLOGY	ZOOMORPHOLOGY	1.143 	Q4
ANATOMY & MORPHOLOGY	SURGICAL AND RADIOLOGIC ANATOMY	1.039 	Q4
ANATOMY & MORPHOLOGY	ACTA ZOOLOGICA	1.012 	Q4
ANATOMY & MORPHOLOGY	FOLIA MORPHOLOGICA	0.780 	Q4
ANATOMY & MORPHOLOGY	ANATOMIA HISTOLOGIA EMBRYOLOGIA	0.657 	Q4
ANATOMY & MORPHOLOGY	INTERNATIONAL JOURNAL OF MORPHOLOGY	0.369 	Q4
ANATOMY & MORPHOLOGY	Journal of the Anatomical Society of India	0.168 	Q4
ANDROLOGY	Andrology	3.106 	Q2
ANDROLOGY	ASIAN JOURNAL OF ANDROLOGY	2.862 	Q2
ANDROLOGY	World Journal of Mens Health	2.269 	Q4
ANDROLOGY	Translational Andrology and Urology	2.113 	Q3
ANDROLOGY	ANDROLOGIA	1.840 	Q3
ANDROLOGY	Systems Biology in Reproductive Medicine	1.717 	Q4
ANDROLOGY	Revista Internacional de Andrologia	0.294 	Q4
ANESTHESIOLOGY	ANESTHESIOLOGY	6.424 	Q1
ANESTHESIOLOGY	BRITISH JOURNAL OF ANAESTHESIA	6.199 	Q1
ANESTHESIOLOGY	PAIN	6.029 	Q1
ANESTHESIOLOGY	ANAESTHESIA	5.879 	Q1
ANESTHESIOLOGY	REGIONAL ANESTHESIA AND PAIN MEDICINE	5.113 	Q2
ANESTHESIOLOGY	EUROPEAN JOURNAL OF ANAESTHESIOLOGY	4.140 	Q3
ANESTHESIOLOGY	JOURNAL OF CLINICAL ANESTHESIA	3.542 	Q2
ANESTHESIOLOGY	ANESTHESIA AND ANALGESIA	3.489 	Q2
ANESTHESIOLOGY	Canadian Journal of Anesthesia-Journal canadien d anesthesie	3.374 	Q2
ANESTHESIOLOGY	EUROPEAN JOURNAL OF PAIN	3.188 	Q2
ANESTHESIOLOGY	JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY	2.957 	Q4
ANESTHESIOLOGY	Pain Physician	2.942 	Q2
ANESTHESIOLOGY	CLINICAL JOURNAL OF PAIN	2.893 	Q2
ANESTHESIOLOGY	Minerva Anestesiologica	2.840 	Q3
ANESTHESIOLOGY	PAIN MEDICINE	2.758 	Q2
ANESTHESIOLOGY	Anaesthesia Critical Care & Pain Medicine	2.734 	Q4
ANESTHESIOLOGY	Pain Practice	2.486 	Q3
ANESTHESIOLOGY	ACTA ANAESTHESIOLOGICA SCANDINAVICA	2.228 	Q3
ANESTHESIOLOGY	JOURNAL OF CLINICAL MONITORING AND COMPUTING	2.179 	Q3
ANESTHESIOLOGY	Current Opinion in Anesthesiology	2.102 	Q3
ANESTHESIOLOGY	PEDIATRIC ANESTHESIA	2.037 	Q3
ANESTHESIOLOGY	INTERNATIONAL JOURNAL OF OBSTETRIC ANESTHESIA	1.958 	Q4
ANESTHESIOLOGY	JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA	1.882 	Q3
ANESTHESIOLOGY	BMC Anesthesiology	1.619 	Q4
ANESTHESIOLOGY	Journal of Anesthesia	1.462 	Q4
ANESTHESIOLOGY	ANAESTHESIA AND INTENSIVE CARE	1.358 	Q4
ANESTHESIOLOGY	SCHMERZ	1.267 	Q4
ANESTHESIOLOGY	Revista Brasileira de Anestesiologia	0.968 	Q4
ANESTHESIOLOGY	ANAESTHESIST	0.904 	Q4
ANESTHESIOLOGY	ANASTHESIOLOGIE & INTENSIVMEDIZIN	0.723 	Q4
ANESTHESIOLOGY	ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE	0.265 	Q4
ASTRONOMY & ASTROPHYSICS	Annual Review of Astronomy and Astrophysics	33.069 	Q1
ASTRONOMY & ASTROPHYSICS	ASTRONOMY AND ASTROPHYSICS REVIEW	15.143 	Q3
ASTRONOMY & ASTROPHYSICS	Living Reviews in Solar Physics	14.625 	Q3
ASTRONOMY & ASTROPHYSICS	Nature Astronomy	10.500 	Q3
ASTRONOMY & ASTROPHYSICS	Annual Review of Earth and Planetary Sciences	9.235 	Q2
ASTRONOMY & ASTROPHYSICS	Astrophysical Journal Letters	8.374 	Q1
ASTRONOMY & ASTROPHYSICS	ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES	8.311 	Q1
ASTRONOMY & ASTROPHYSICS	SPACE SCIENCE REVIEWS	8.142 	Q1
ASTRONOMY & ASTROPHYSICS	NEW ASTRONOMY REVIEWS	6.933 	Q3
ASTRONOMY & ASTROPHYSICS	ASTRONOMY & ASTROPHYSICS	6.209 	Q1
ASTRONOMY & ASTROPHYSICS	Physics of the Dark Universe	5.660 	Q3
ASTRONOMY & ASTROPHYSICS	ASTROPHYSICAL JOURNAL	5.580 	Q1
ASTRONOMY & ASTROPHYSICS	JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS	5.524 	Q1
ASTRONOMY & ASTROPHYSICS	ASTRONOMICAL JOURNAL	5.497 	Q1
ASTRONOMY & ASTROPHYSICS	MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	5.231 	Q1
ASTRONOMY & ASTROPHYSICS	PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA	4.878 	Q2
ASTRONOMY & ASTROPHYSICS	PHYSICAL REVIEW D	4.368 	Q1
ASTRONOMY & ASTROPHYSICS	PHYSICS LETTERS B	4.162 	Q2
ASTRONOMY & ASTROPHYSICS	ASTROBIOLOGY	3.768 	Q2
ASTRONOMY & ASTROPHYSICS	SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS	3.691 	Q2
ASTRONOMY & ASTROPHYSICS	ICARUS	3.565 	Q2
ASTRONOMY & ASTROPHYSICS	CLASSICAL AND QUANTUM GRAVITY	3.487 	Q2
ASTRONOMY & ASTROPHYSICS	PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC	3.470 	Q2
ASTRONOMY & ASTROPHYSICS	COMPTES RENDUS PHYSIQUE	2.892 	Q2
ASTRONOMY & ASTROPHYSICS	JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS	2.821 	Q2
ASTRONOMY & ASTROPHYSICS	Journal of Space Weather and Space Climate	2.821 	Q3
ASTRONOMY & ASTROPHYSICS	Astronomy and Computing	2.760 	Q4
ASTRONOMY & ASTROPHYSICS	PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN	2.750 	Q2
ASTRONOMY & ASTROPHYSICS	ACTA ASTRONOMICA	2.640 	Q3
ASTRONOMY & ASTROPHYSICS	ASTROPARTICLE PHYSICS	2.598 	Q2
ASTRONOMY & ASTROPHYSICS	Advances in Astronomy	2.542 	Q4
ASTRONOMY & ASTROPHYSICS	SOLAR PHYSICS	2.405 	Q2
ASTRONOMY & ASTROPHYSICS	REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA	2.380 	Q3
ASTRONOMY & ASTROPHYSICS	Universe	2.165 	Q4
ASTRONOMY & ASTROPHYSICS	Earth and Space Science	2.152 	Q4
ASTRONOMY & ASTROPHYSICS	Life Sciences in Space Research	2.066 	Q4
ASTRONOMY & ASTROPHYSICS	INTERNATIONAL JOURNAL OF MODERN PHYSICS D	2.004 	Q3
ASTRONOMY & ASTROPHYSICS	CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY	1.837 	Q3
ASTRONOMY & ASTROPHYSICS	PLANETARY AND SPACE SCIENCE	1.815 	Q3
ASTRONOMY & ASTROPHYSICS	ADVANCES IN SPACE RESEARCH	1.746 	Q3
ASTRONOMY & ASTROPHYSICS	EXPERIMENTAL ASTRONOMY	1.690 	Q3
ASTRONOMY & ASTROPHYSICS	ASTROPHYSICS AND SPACE SCIENCE	1.681 	Q3
ASTRONOMY & ASTROPHYSICS	RADIO SCIENCE	1.658 	Q3
ASTRONOMY & ASTROPHYSICS	ANNALES GEOPHYSICAE	1.585 	Q3
ASTRONOMY & ASTROPHYSICS	Journal of High Energy Astrophysics	1.563 	Q4
ASTRONOMY & ASTROPHYSICS	Journal of the Korean Astronomical Society	1.549 	Q4
ASTRONOMY & ASTROPHYSICS	GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS	1.533 	Q3
ASTRONOMY & ASTROPHYSICS	GENERAL RELATIVITY AND GRAVITATION	1.515 	Q3
ASTRONOMY & ASTROPHYSICS	International Journal of Astrobiology	1.514 	Q3
ASTRONOMY & ASTROPHYSICS	MODERN PHYSICS LETTERS A	1.367 	Q3
ASTRONOMY & ASTROPHYSICS	ASTRONOMISCHE NACHRICHTEN	1.289 	Q3
ASTRONOMY & ASTROPHYSICS	Research in Astronomy and Astrophysics	1.254 	Q4
ASTRONOMY & ASTROPHYSICS	ASTRONOMY REPORTS	1.235 	Q4
ASTRONOMY & ASTROPHYSICS	JOURNAL OF ASTROPHYSICS AND ASTRONOMY	1.217 	Q4
ASTRONOMY & ASTROPHYSICS	NEW ASTRONOMY	1.162 	Q4
ASTRONOMY & ASTROPHYSICS	ASTRONOMY LETTERS-A JOURNAL OF ASTRONOMY AND SPACE ASTROPHYSICS	1.075 	Q4
ASTRONOMY & ASTROPHYSICS	Astrophysical Bulletin	0.969 	Q4
ASTRONOMY & ASTROPHYSICS	SOLAR SYSTEM RESEARCH	0.864 	Q4
ASTRONOMY & ASTROPHYSICS	Contributions of the Astronomical Observatory Skalnate Pleso	0.833 	Q4
ASTRONOMY & ASTROPHYSICS	Serbian Astronomical Journal	0.833 	Q4
ASTRONOMY & ASTROPHYSICS	COSMIC RESEARCH	0.699 	Q4
ASTRONOMY & ASTROPHYSICS	Gravitation & Cosmology	0.676 	Q4
ASTRONOMY & ASTROPHYSICS	EARTH MOON AND PLANETS	0.667 	Q4
ASTRONOMY & ASTROPHYSICS	ASTROPHYSICS	0.643 	Q4
ASTRONOMY & ASTROPHYSICS	Kinematics and Physics of Celestial Bodies	0.493 	Q4
ASTRONOMY & ASTROPHYSICS	Open Astronomy	0.350 	Q4
ASTRONOMY & ASTROPHYSICS	ASTRONOMY & GEOPHYSICS	0.349 	Q4
ASTRONOMY & ASTROPHYSICS	BALTIC ASTRONOMY	0.226 	Q4
ASTRONOMY & ASTROPHYSICS	OBSERVATORY	0.185 	Q4
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	EAR AND HEARING	2.954 	Q1
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	HEARING RESEARCH	2.952 	Q1
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	Trends in Hearing	2.768 	Q4
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	Augmentative and Alternative Communication	2.706 	Q3
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	BRAIN AND LANGUAGE	2.700 	Q1
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	Language Cognition and Neuroscience	2.444 	Q4
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	JOURNAL OF FLUENCY DISORDERS	2.349 	Q3
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	AUDIOLOGY AND NEURO-OTOLOGY	2.053 	Q2
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	INTERNATIONAL JOURNAL OF AUDIOLOGY	1.821 	Q2
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA	1.819 	Q2
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH	1.749 	Q2
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS	1.538 	Q2
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	JOURNAL OF COMMUNICATION DISORDERS	1.536 	Q2
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS	1.504 	Q3
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	JOURNAL OF VOICE	1.453 	Q3
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	LANGUAGE AND SPEECH	1.436 	Q3
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	Noise & Health	1.418 	Q3
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	Journal of the American Academy of Audiology	1.358 	Q3
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	American Journal of Audiology	1.340 	Q4
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY	1.321 	Q4
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	International Journal of Speech-Language Pathology	1.280 	Q4
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	SEMINARS IN SPEECH AND LANGUAGE	1.094 	Q4
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	CLINICAL LINGUISTICS & PHONETICS	1.083 	Q4
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	PHONETICA	0.826 	Q4
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	Logopedics Phoniatrics Vocology	0.818 	Q4
AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY	FOLIA PHONIATRICA ET LOGOPAEDICA	0.544 	Q4
AUTOMATION & CONTROL SYSTEMS	IEEE Transactions on Cybernetics	10.387 	Q1
AUTOMATION & CONTROL SYSTEMS	IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS	7.503 	Q1
AUTOMATION & CONTROL SYSTEMS	IEEE Transactions on Industrial Informatics	7.377 	Q1
AUTOMATION & CONTROL SYSTEMS	IEEE Transactions on Systems Man Cybernetics-Systems	7.351 	Q1
AUTOMATION & CONTROL SYSTEMS	AUTOMATICA	6.355 	Q1
AUTOMATION & CONTROL SYSTEMS	IEEE CONTROL SYSTEMS MAGAZINE	6.228 	Q2
AUTOMATION & CONTROL SYSTEMS	IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY	5.371 	Q1
AUTOMATION & CONTROL SYSTEMS	Nonlinear Analysis-Hybrid Systems	5.266 	Q3
AUTOMATION & CONTROL SYSTEMS	IEEE Transactions on Automation Science and Engineering	5.224 	Q2
AUTOMATION & CONTROL SYSTEMS	IEEE TRANSACTIONS ON AUTOMATIC CONTROL	5.093 	Q1
AUTOMATION & CONTROL SYSTEMS	IEEE-ASME TRANSACTIONS ON MECHATRONICS	4.943 	Q1
AUTOMATION & CONTROL SYSTEMS	IEEE Transactions on Control of Network Systems	4.802 	Q3
AUTOMATION & CONTROL SYSTEMS	ANNUAL REVIEWS IN CONTROL	4.759 	Q3
AUTOMATION & CONTROL SYSTEMS	ISA TRANSACTIONS	4.343 	Q2
AUTOMATION & CONTROL SYSTEMS	IEEE ROBOTICS & AUTOMATION MAGAZINE	4.250 	Q2
AUTOMATION & CONTROL SYSTEMS	JOURNAL OF MACHINE LEARNING RESEARCH	4.091 	Q2
AUTOMATION & CONTROL SYSTEMS	INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL	3.953 	Q2
AUTOMATION & CONTROL SYSTEMS	JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS	3.653 	Q2
AUTOMATION & CONTROL SYSTEMS	IET Control Theory and Applications	3.526 	Q2
AUTOMATION & CONTROL SYSTEMS	ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE	3.526 	Q2
AUTOMATION & CONTROL SYSTEMS	JOURNAL OF PROCESS CONTROL	3.316 	Q2
AUTOMATION & CONTROL SYSTEMS	CONTROL ENGINEERING PRACTICE	3.232 	Q2
AUTOMATION & CONTROL SYSTEMS	International Journal of Fuzzy Systems	3.085 	Q3
AUTOMATION & CONTROL SYSTEMS	MECHATRONICS	2.978 	Q2
AUTOMATION & CONTROL SYSTEMS	INTERNATIONAL JOURNAL OF CONTROL	2.930 	Q2
AUTOMATION & CONTROL SYSTEMS	ROBOTICS AND AUTONOMOUS SYSTEMS	2.928 	Q2
AUTOMATION & CONTROL SYSTEMS	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS	2.786 	Q2
AUTOMATION & CONTROL SYSTEMS	SYSTEMS & CONTROL LETTERS	2.624 	Q2
AUTOMATION & CONTROL SYSTEMS	INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY	2.496 	Q2
AUTOMATION & CONTROL SYSTEMS	INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE	2.469 	Q2
AUTOMATION & CONTROL SYSTEMS	INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING	2.239 	Q3
AUTOMATION & CONTROL SYSTEMS	INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS	2.181 	Q3
AUTOMATION & CONTROL SYSTEMS	ASSEMBLY AUTOMATION	2.056 	Q3
AUTOMATION & CONTROL SYSTEMS	ASIAN JOURNAL OF CONTROL	2.005 	Q3
AUTOMATION & CONTROL SYSTEMS	SIAM JOURNAL ON CONTROL AND OPTIMIZATION	1.986 	Q3
AUTOMATION & CONTROL SYSTEMS	TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL	1.956 	Q3
AUTOMATION & CONTROL SYSTEMS	JOURNAL OF CHEMOMETRICS	1.847 	Q3
AUTOMATION & CONTROL SYSTEMS	International Journal of Computers Communications & Control	1.585 	Q4
AUTOMATION & CONTROL SYSTEMS	Archives of Control Sciences	1.559 	Q4
AUTOMATION & CONTROL SYSTEMS	EUROPEAN JOURNAL OF CONTROL	1.549 	Q3
AUTOMATION & CONTROL SYSTEMS	International Journal of Applied Mathematics and Computer Science	1.504 	Q3
AUTOMATION & CONTROL SYSTEMS	JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME	1.466 	Q3
AUTOMATION & CONTROL SYSTEMS	OPTIMAL CONTROL APPLICATIONS & METHODS	1.452 	Q3
AUTOMATION & CONTROL SYSTEMS	AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS	1.419 	Q3
AUTOMATION & CONTROL SYSTEMS	Studies in Informatics and Control	1.347 	Q4
AUTOMATION & CONTROL SYSTEMS	Revista Iberoamericana de Automatica e Informatica Industrial	1.313 	Q4
AUTOMATION & CONTROL SYSTEMS	ESAIM-CONTROL OPTIMISATION AND CALCULUS OF VARIATIONS	1.295 	Q4
AUTOMATION & CONTROL SYSTEMS	MEASUREMENT & CONTROL	1.229 	Q4
AUTOMATION & CONTROL SYSTEMS	JOURNAL OF DYNAMICAL AND CONTROL SYSTEMS	1.169 	Q4
AUTOMATION & CONTROL SYSTEMS	PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART I-JOURNAL OF SYSTEMS AND CONTROL ENGINEERING	1.166 	Q4
AUTOMATION & CONTROL SYSTEMS	DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS	1.128 	Q4
AUTOMATION & CONTROL SYSTEMS	IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION	1.000 	Q4
AUTOMATION & CONTROL SYSTEMS	MODELING IDENTIFICATION AND CONTROL	0.914 	Q4
AUTOMATION & CONTROL SYSTEMS	MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS	0.800 	Q4
AUTOMATION & CONTROL SYSTEMS	INTELLIGENT AUTOMATION AND SOFT COMPUTING	0.790 	Q4
AUTOMATION & CONTROL SYSTEMS	INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION	0.754 	Q4
AUTOMATION & CONTROL SYSTEMS	Journal of Systems Engineering and Electronics	0.721 	Q4
AUTOMATION & CONTROL SYSTEMS	Information Technology and Control	0.707 	Q4
AUTOMATION & CONTROL SYSTEMS	AUTOMATION AND REMOTE CONTROL	0.589 	Q4
AUTOMATION & CONTROL SYSTEMS	Control Engineering and Applied Informatics	0.583 	Q4
AUTOMATION & CONTROL SYSTEMS	AT-Automatisierungstechnik	0.500 	Q4
AUTOMATION & CONTROL SYSTEMS	Automatika	0.403 	Q4
BEHAVIORAL SCIENCES	BEHAVIORAL AND BRAIN SCIENCES	17.194 	Q2
BEHAVIORAL SCIENCES	TRENDS IN COGNITIVE SCIENCES	16.173 	Q1
BEHAVIORAL SCIENCES	NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS	8.002 	Q1
BEHAVIORAL SCIENCES	Advances in the Study of Behavior	4.471 	Q4
BEHAVIORAL SCIENCES	CORTEX	4.275 	Q1
BEHAVIORAL SCIENCES	HORMONES AND BEHAVIOR	3.949 	Q1
BEHAVIORAL SCIENCES	Autism Research	3.697 	Q3
BEHAVIORAL SCIENCES	APPETITE	3.501 	Q1
BEHAVIORAL SCIENCES	Current Opinion in Behavioral Sciences	3.422 	Q4
BEHAVIORAL SCIENCES	GENES BRAIN AND BEHAVIOR	3.157 	Q3
BEHAVIORAL SCIENCES	NEUROBIOLOGY OF LEARNING AND MEMORY	3.010 	Q2
BEHAVIORAL SCIENCES	EVOLUTION AND HUMAN BEHAVIOR	2.959 	Q3
BEHAVIORAL SCIENCES	NEUROPSYCHOLOGIA	2.872 	Q1
BEHAVIORAL SCIENCES	Frontiers in Integrative Neuroscience	2.810 	Q3
BEHAVIORAL SCIENCES	PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR	2.773 	Q2
BEHAVIORAL SCIENCES	BEHAVIOURAL BRAIN RESEARCH	2.770 	Q2
BEHAVIORAL SCIENCES	BEHAVIORAL ECOLOGY	2.695 	Q2
BEHAVIORAL SCIENCES	ANIMAL BEHAVIOUR	2.675 	Q2
BEHAVIORAL SCIENCES	COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE	2.661 	Q3
BEHAVIORAL SCIENCES	HUMAN FACTORS	2.649 	Q2
BEHAVIORAL SCIENCES	PHYSIOLOGY & BEHAVIOR	2.635 	Q2
BEHAVIORAL SCIENCES	BIOLOGICAL PSYCHOLOGY	2.627 	Q2
BEHAVIORAL SCIENCES	Frontiers in Behavioral Neuroscience	2.622 	Q2
BEHAVIORAL SCIENCES	AGGRESSIVE BEHAVIOR	2.548 	Q3
BEHAVIORAL SCIENCES	ANIMAL COGNITION	2.488 	Q3
BEHAVIORAL SCIENCES	Behavioral and Brain Functions	2.457 	Q4
BEHAVIORAL SCIENCES	Language Cognition and Neuroscience	2.444 	Q4
BEHAVIORAL SCIENCES	EPILEPSY & BEHAVIOR	2.378 	Q3
BEHAVIORAL SCIENCES	BEHAVIORAL MEDICINE	2.344 	Q4
BEHAVIORAL SCIENCES	CHEMICAL SENSES	2.336 	Q3
BEHAVIORAL SCIENCES	BEHAVIOR GENETICS	2.313 	Q3
BEHAVIORAL SCIENCES	JOURNAL OF ECT	2.280 	Q4
BEHAVIORAL SCIENCES	JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS	2.256 	Q3
BEHAVIORAL SCIENCES	STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS	2.168 	Q3
BEHAVIORAL SCIENCES	JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR	2.146 	Q3
BEHAVIORAL SCIENCES	BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY	2.103 	Q3
BEHAVIORAL SCIENCES	BEHAVIORAL NEUROSCIENCE	2.102 	Q3
BEHAVIORAL SCIENCES	Brain and Behavior	2.072 	Q4
BEHAVIORAL SCIENCES	JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION	2.030 	Q4
BEHAVIORAL SCIENCES	BEHAVIOURAL PROCESSES	2.008 	Q4
BEHAVIORAL SCIENCES	JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY	1.882 	Q4
BEHAVIORAL SCIENCES	APPLIED ANIMAL BEHAVIOUR SCIENCE	1.817 	Q1
BEHAVIORAL SCIENCES	BEHAVIOURAL PHARMACOLOGY	1.788 	Q4
BEHAVIORAL SCIENCES	LEARNING & BEHAVIOR	1.696 	Q4
BEHAVIORAL SCIENCES	Journal of Veterinary Behavior-Clinical Applications and Research	1.590 	Q4
BEHAVIORAL SCIENCES	JOURNAL OF COMPARATIVE PSYCHOLOGY	1.564 	Q4
BEHAVIORAL SCIENCES	BRAIN BEHAVIOR AND EVOLUTION	1.542 	Q4
BEHAVIORAL SCIENCES	ETHOLOGY	1.525 	Q4
BEHAVIORAL SCIENCES	JOURNAL OF ETHOLOGY	1.423 	Q4
BEHAVIORAL SCIENCES	BEHAVIOUR	1.401 	Q4
BEHAVIORAL SCIENCES	Cognitive and Behavioral Neurology	1.396 	Q4
BEHAVIORAL SCIENCES	ETHOLOGY ECOLOGY & EVOLUTION	1.038 	Q4
BEHAVIORAL SCIENCES	ACTA ETHOLOGICA	0.966 	Q4
BIOCHEMICAL RESEARCH METHODS	NATURE METHODS	28.467 	Q1
BIOCHEMICAL RESEARCH METHODS	Nature Protocols	11.334 	Q1
BIOCHEMICAL RESEARCH METHODS	BRIEFINGS IN BIOINFORMATICS	9.101 	Q2
BIOCHEMICAL RESEARCH METHODS	CURRENT OPINION IN BIOTECHNOLOGY	8.083 	Q1
BIOCHEMICAL RESEARCH METHODS	LAB ON A CHIP	6.914 	Q1
BIOCHEMICAL RESEARCH METHODS	ACS Synthetic Biology	5.571 	Q2
BIOCHEMICAL RESEARCH METHODS	MOLECULAR & CELLULAR PROTEOMICS	4.828 	Q1
BIOCHEMICAL RESEARCH METHODS	BIOINFORMATICS	4.531 	Q1
BIOCHEMICAL RESEARCH METHODS	PLoS Computational Biology	4.428 	Q1
BIOCHEMICAL RESEARCH METHODS	BIOCONJUGATE CHEMISTRY	4.349 	Q1
BIOCHEMICAL RESEARCH METHODS	BIOLOGICAL PROCEDURES ONLINE	4.094 	Q4
BIOCHEMICAL RESEARCH METHODS	Biomedical Optics Express	3.910 	Q2
BIOCHEMICAL RESEARCH METHODS	JOURNAL OF CHROMATOGRAPHY A	3.858 	Q1
BIOCHEMICAL RESEARCH METHODS	METHODS	3.782 	Q1
BIOCHEMICAL RESEARCH METHODS	JOURNAL OF PROTEOME RESEARCH	3.780 	Q1
BIOCHEMICAL RESEARCH METHODS	Journal of Biophotonics	3.763 	Q3
BIOCHEMICAL RESEARCH METHODS	New Biotechnology	3.739 	Q3
BIOCHEMICAL RESEARCH METHODS	Biotechnology Journal	3.543 	Q2
BIOCHEMICAL RESEARCH METHODS	Journal of Proteomics	3.537 	Q2
BIOCHEMICAL RESEARCH METHODS	CYTOMETRY PART A	3.433 	Q2
BIOCHEMICAL RESEARCH METHODS	ANALYTICAL AND BIOANALYTICAL CHEMISTRY	3.286 	Q2
BIOCHEMICAL RESEARCH METHODS	Acta Crystallographica Section D-Structural Biology	3.227 	Q2
BIOCHEMICAL RESEARCH METHODS	Plant Methods	3.170 	Q3
BIOCHEMICAL RESEARCH METHODS	PROTEOMICS	3.106 	Q2
BIOCHEMICAL RESEARCH METHODS	Journal of Breath Research	3.000 	Q3
BIOCHEMICAL RESEARCH METHODS	Expert Review of Proteomics	2.963 	Q3
